Order_id,Product_id,Quantity,Price,Sales_amount,order_id,Order_date,Shiping_date,Due_datw,Customer_id
SO43821,20,1,3578,3578,SO43821,1/25/2011,2/1/2011,2/6/2011,16664
SO43822,18,1,3578,3578,SO43822,1/25/2011,2/1/2011,2/6/2011,16670
SO43823,38,1,699,699,SO43823,1/25/2011,2/1/2011,2/6/2011,8943
SO43824,36,1,699,699,SO43824,1/25/2011,2/1/2011,2/6/2011,3559
SO43825,18,1,3578,3578,SO43825,1/25/2011,2/1/2011,2/6/2011,5350
SO43826,3,1,3375,3375,SO43826,1/25/2011,2/1/2011,2/6/2011,9
SO43827,36,1,699,699,SO43827,1/25/2011,2/1/2011,2/6/2011,14251
SO43828,20,1,3578,3578,SO43828,1/26/2011,2/2/2011,2/7/2011,16606
SO43829,20,1,3578,3578,SO43829,1/26/2011,2/2/2011,2/7/2011,16612
SO43830,16,1,3578,3578,SO43830,1/26/2011,2/2/2011,2/7/2011,5348
SO43831,4,1,3375,3375,SO43831,1/26/2011,2/2/2011,2/7/2011,29
SO43832,20,1,3578,3578,SO43832,1/26/2011,2/2/2011,2/7/2011,2585
SO43833,20,1,3578,3578,SO43833,1/27/2011,2/3/2011,2/8/2011,10728
SO43834,3,1,3375,3375,SO43834,1/27/2011,2/3/2011,2/8/2011,17394
SO43835,3,1,3375,3375,SO43835,1/27/2011,2/3/2011,2/8/2011,8803
SO43836,47,1,699,699,SO43836,1/27/2011,2/3/2011,2/8/2011,15621
SO43837,5,1,3375,3375,SO43837,1/27/2011,2/3/2011,2/8/2011,10
SO43838,18,1,3578,3578,SO43838,1/28/2011,2/4/2011,2/9/2011,16642
SO43839,16,1,3578,3578,SO43839,1/28/2011,2/4/2011,2/9/2011,16674
SO43840,42,1,699,699,SO43840,1/28/2011,2/4/2011,2/9/2011,6958
SO43841,19,1,3578,3578,SO43841,1/28/2011,2/4/2011,2/9/2011,2407
SO43842,17,1,3578,3578,SO43842,1/28/2011,2/4/2011,2/9/2011,5631
SO43918,18,1,3578,3578,SO43918,1/29/2011,2/5/2011,2/10/2011,11042
SO43919,19,1,3578,3578,SO43919,1/29/2011,2/5/2011,2/10/2011,1125
SO43920,18,1,3578,3578,SO43920,1/29/2011,2/5/2011,2/10/2011,17067
SO43921,18,1,3578,3578,SO43921,1/29/2011,2/5/2011,2/10/2011,5744
SO43922,20,1,3578,3578,SO43922,1/29/2011,2/5/2011,2/10/2011,2547
SO43923,17,1,3578,3578,SO43923,1/30/2011,2/6/2011,2/11/2011,17019
SO43924,20,1,3578,3578,SO43924,1/30/2011,2/6/2011,2/11/2011,1133
SO43925,19,1,3578,3578,SO43925,1/30/2011,2/6/2011,2/11/2011,5662
SO43926,6,1,3375,3375,SO43926,1/31/2011,2/7/2011,2/12/2011,56
SO43927,19,1,3578,3578,SO43927,1/31/2011,2/7/2011,2/12/2011,5663
SO43928,18,1,3578,3578,SO43928,1/31/2011,2/7/2011,2/12/2011,5741
SO43929,46,1,699,699,SO43929,1/31/2011,2/7/2011,2/12/2011,14271
SO43930,17,1,3578,3578,SO43930,2/1/2011,2/8/2011,2/13/2011,17039
SO43931,18,1,3578,3578,SO43931,2/1/2011,2/8/2011,2/13/2011,2549
SO43932,19,1,3578,3578,SO43932,2/1/2011,2/8/2011,2/13/2011,5742
SO43933,10,1,3400,3400,SO43933,2/1/2011,2/8/2011,2/13/2011,32
SO43934,9,1,3400,3400,SO43934,2/1/2011,2/8/2011,2/13/2011,35
SO43935,40,1,699,699,SO43935,2/2/2011,2/9/2011,2/14/2011,9049
SO43936,16,1,3578,3578,SO43936,2/2/2011,2/9/2011,2/14/2011,17066
SO43937,17,1,3578,3578,SO43937,2/2/2011,2/9/2011,2/14/2011,6048
SO43938,20,1,3578,3578,SO43938,2/2/2011,2/9/2011,2/14/2011,5687
SO43939,17,1,3578,3578,SO43939,2/2/2011,2/9/2011,2/14/2011,5660
SO43940,41,1,699,699,SO43940,2/2/2011,2/9/2011,2/14/2011,14295
SO43941,19,1,3578,3578,SO43941,2/3/2011,2/10/2011,2/15/2011,2601
SO43942,20,1,3578,3578,SO43942,2/3/2011,2/10/2011,2/15/2011,6052
SO43943,36,1,699,699,SO43943,2/3/2011,2/10/2011,2/15/2011,3566
SO43944,7,1,3400,3400,SO43944,2/3/2011,2/10/2011,2/15/2011,55
SO43945,20,1,3578,3578,SO43945,2/3/2011,2/10/2011,2/15/2011,5676
SO43946,18,1,3578,3578,SO43946,2/3/2011,2/10/2011,2/15/2011,5688
SO43947,20,1,3578,3578,SO43947,2/3/2011,2/10/2011,2/15/2011,5713
SO43948,8,1,3400,3400,SO43948,2/3/2011,2/10/2011,2/15/2011,48
SO43949,20,1,3578,3578,SO43949,2/4/2011,2/11/2011,2/16/2011,16727
SO43950,16,1,3578,3578,SO43950,2/4/2011,2/11/2011,2/16/2011,17015
SO43951,16,1,3578,3578,SO43951,2/4/2011,2/11/2011,2/16/2011,5697
SO43952,17,1,3578,3578,SO43952,2/4/2011,2/11/2011,2/16/2011,5640
SO43953,38,1,699,699,SO43953,2/5/2011,2/12/2011,2/17/2011,9050
SO43954,16,1,3578,3578,SO43954,2/5/2011,2/12/2011,2/17/2011,2603
SO43955,19,1,3578,3578,SO43955,2/5/2011,2/12/2011,2/17/2011,2662
SO43956,7,1,3400,3400,SO43956,2/5/2011,2/12/2011,2/17/2011,31
SO43957,18,1,3578,3578,SO43957,2/6/2011,2/13/2011,2/18/2011,17069
SO43958,17,1,3578,3578,SO43958,2/6/2011,2/13/2011,2/18/2011,5659
SO43959,3,1,3375,3375,SO43959,2/6/2011,2/13/2011,2/18/2011,36
SO43960,4,1,3375,3375,SO43960,2/6/2011,2/13/2011,2/18/2011,47
SO43961,16,1,3578,3578,SO43961,2/7/2011,2/14/2011,2/19/2011,17032
SO43962,17,1,3578,3578,SO43962,2/7/2011,2/14/2011,2/19/2011,17077
SO43963,19,1,3578,3578,SO43963,2/7/2011,2/14/2011,2/19/2011,5686
SO43964,17,1,3578,3578,SO43964,2/7/2011,2/14/2011,2/19/2011,5746
SO43965,6,1,3375,3375,SO43965,2/7/2011,2/14/2011,2/19/2011,39
SO43966,10,1,3400,3400,SO43966,2/7/2011,2/14/2011,2/19/2011,40
SO43967,18,1,3578,3578,SO43967,2/8/2011,2/15/2011,2/20/2011,17041
SO43968,18,1,3578,3578,SO43968,2/8/2011,2/15/2011,2/20/2011,17068
SO43969,20,1,3578,3578,SO43969,2/8/2011,2/15/2011,2/20/2011,17072
SO43970,16,1,3578,3578,SO43970,2/8/2011,2/15/2011,2/20/2011,5685
SO43971,19,1,3578,3578,SO43971,2/8/2011,2/15/2011,2/20/2011,5658
SO43972,19,1,3578,3578,SO43972,2/9/2011,2/16/2011,2/21/2011,10940
SO43973,17,1,3578,3578,SO43973,2/9/2011,2/16/2011,2/21/2011,17040
SO43974,17,1,3578,3578,SO43974,2/9/2011,2/16/2011,2/21/2011,2688
SO43975,17,1,3578,3578,SO43975,2/9/2011,2/16/2011,2/21/2011,2541
SO43976,20,1,3578,3578,SO43976,2/9/2011,2/16/2011,2/21/2011,17064
SO43977,17,1,3578,3578,SO43977,2/9/2011,2/16/2011,2/21/2011,5704
SO43978,20,1,3578,3578,SO43978,2/10/2011,2/17/2011,2/22/2011,17031
SO43979,46,1,699,699,SO43979,2/10/2011,2/17/2011,2/22/2011,3577
SO43980,6,1,3375,3375,SO43980,2/10/2011,2/17/2011,2/22/2011,49
SO43981,19,1,3578,3578,SO43981,2/10/2011,2/17/2011,2/22/2011,5665
SO43982,38,1,699,699,SO43982,2/10/2011,2/17/2011,2/22/2011,14272
SO43983,19,1,3578,3578,SO43983,2/11/2011,2/18/2011,2/23/2011,17018
SO43984,16,1,3578,3578,SO43984,2/11/2011,2/18/2011,2/23/2011,2546
SO43985,18,1,3578,3578,SO43985,2/11/2011,2/18/2011,2/23/2011,2516
SO43986,20,1,3578,3578,SO43986,2/11/2011,2/18/2011,2/23/2011,17071
SO43987,20,1,3578,3578,SO43987,2/12/2011,2/19/2011,2/24/2011,17043
SO43988,7,1,3400,3400,SO43988,2/12/2011,2/19/2011,2/24/2011,245
SO43989,17,1,3578,3578,SO43989,2/12/2011,2/19/2011,2/24/2011,17084
SO43990,7,1,3400,3400,SO43990,2/12/2011,2/19/2011,2/24/2011,14873
SO43991,20,1,3578,3578,SO43991,2/12/2011,2/19/2011,2/24/2011,5661
SO43992,16,1,3578,3578,SO43992,2/12/2011,2/19/2011,2/24/2011,5639
SO43993,19,1,3578,3578,SO43993,2/14/2011,2/21/2011,2/26/2011,5930
SO43994,19,1,3578,3578,SO43994,2/15/2011,2/22/2011,2/27/2011,16682
SO43995,17,1,3578,3578,SO43995,2/15/2011,2/22/2011,2/27/2011,10814
SO43996,20,1,3578,3578,SO43996,2/15/2011,2/22/2011,2/27/2011,16921
SO43997,20,1,3578,3578,SO43997,2/15/2011,2/22/2011,2/27/2011,17023
SO43998,3,1,3375,3375,SO43998,2/15/2011,2/22/2011,2/27/2011,34
SO43999,16,1,3578,3578,SO43999,2/15/2011,2/22/2011,2/27/2011,17048
SO44000,16,1,3578,3578,SO44000,2/16/2011,2/23/2011,2/28/2011,16919
SO44001,18,1,3578,3578,SO44001,2/16/2011,2/23/2011,2/28/2011,17045
SO44002,41,1,699,699,SO44002,2/16/2011,2/23/2011,2/28/2011,3573
SO44003,38,1,699,699,SO44003,2/16/2011,2/23/2011,2/28/2011,8326
SO44004,20,1,3578,3578,SO44004,2/16/2011,2/23/2011,2/28/2011,17062
SO44005,40,1,699,699,SO44005,2/16/2011,2/23/2011,2/28/2011,15630
SO44006,20,1,3578,3578,SO44006,2/16/2011,2/23/2011,2/28/2011,5745
SO44007,45,1,699,699,SO44007,2/16/2011,2/23/2011,2/28/2011,14556
SO44008,17,1,3578,3578,SO44008,2/17/2011,2/24/2011,3/1/2011,16679
SO44009,19,1,3578,3578,SO44009,2/17/2011,2/24/2011,3/1/2011,16760
SO44010,20,1,3578,3578,SO44010,2/17/2011,2/24/2011,3/1/2011,2681
SO44011,20,1,3578,3578,SO44011,2/17/2011,2/24/2011,3/1/2011,2515
SO44012,4,1,3375,3375,SO44012,2/17/2011,2/24/2011,3/1/2011,53
SO44013,17,1,3578,3578,SO44013,2/17/2011,2/24/2011,3/1/2011,5929
SO44014,18,1,3578,3578,SO44014,2/18/2011,2/25/2011,3/2/2011,16918
SO44015,16,1,3578,3578,SO44015,2/18/2011,2/25/2011,3/2/2011,2694
SO44016,5,1,3375,3375,SO44016,2/18/2011,2/25/2011,3/2/2011,248
SO44017,20,1,3578,3578,SO44017,2/18/2011,2/25/2011,3/2/2011,17079
SO44018,5,1,3375,3375,SO44018,2/18/2011,2/25/2011,3/2/2011,14877
SO44019,20,1,3578,3578,SO44019,2/18/2011,2/25/2011,3/2/2011,5702
SO44020,16,1,3578,3578,SO44020,2/18/2011,2/25/2011,3/2/2011,5932
SO44021,3,1,3375,3375,SO44021,2/18/2011,2/25/2011,3/2/2011,33
SO44022,18,1,3578,3578,SO44022,2/19/2011,2/26/2011,3/3/2011,11009
SO44023,4,1,3375,3375,SO44023,2/19/2011,2/26/2011,3/3/2011,8831
SO44024,19,1,3578,3578,SO44024,2/19/2011,2/26/2011,3/3/2011,5664
SO44025,19,1,3578,3578,SO44025,2/19/2011,2/26/2011,3/3/2011,5709
SO44026,20,1,3578,3578,SO44026,2/19/2011,2/26/2011,3/3/2011,6046
SO44027,20,1,3578,3578,SO44027,2/20/2011,2/27/2011,3/4/2011,10922
SO44028,17,1,3578,3578,SO44028,2/20/2011,2/27/2011,3/4/2011,6049
SO44029,5,1,3375,3375,SO44029,2/20/2011,2/27/2011,3/4/2011,51
SO44030,16,1,3578,3578,SO44030,2/21/2011,2/28/2011,3/5/2011,1132
SO44031,18,1,3578,3578,SO44031,2/21/2011,2/28/2011,3/5/2011,2690
SO44032,7,1,3400,3400,SO44032,2/21/2011,2/28/2011,3/5/2011,244
SO44033,19,1,3578,3578,SO44033,2/21/2011,2/28/2011,3/5/2011,5694
SO44034,18,1,3578,3578,SO44034,2/21/2011,2/28/2011,3/5/2011,5703
SO44035,17,1,3578,3578,SO44035,2/21/2011,2/28/2011,3/5/2011,5708
SO44036,20,1,3578,3578,SO44036,2/21/2011,2/28/2011,3/5/2011,6047
SO44037,43,1,699,699,SO44037,2/21/2011,2/28/2011,3/5/2011,14273
SO44038,7,1,3400,3400,SO44038,2/21/2011,2/28/2011,3/5/2011,14869
SO44039,38,1,699,699,SO44039,2/22/2011,3/1/2011,3/6/2011,6972
SO44040,6,1,3375,3375,SO44040,2/22/2011,3/1/2011,3/6/2011,58
SO44041,18,1,3578,3578,SO44041,2/22/2011,3/1/2011,3/6/2011,5743
SO44042,18,1,3578,3578,SO44042,2/23/2011,3/2/2011,3/7/2011,2679
SO44043,16,1,3578,3578,SO44043,2/23/2011,3/2/2011,3/7/2011,2680
SO44044,19,1,3578,3578,SO44044,2/23/2011,3/2/2011,3/7/2011,2691
SO44045,7,1,3400,3400,SO44045,2/23/2011,3/2/2011,3/7/2011,17395
SO44046,18,1,3578,3578,SO44046,2/23/2011,3/2/2011,3/7/2011,17065
SO44047,7,1,3400,3400,SO44047,2/23/2011,3/2/2011,3/7/2011,14879
SO44048,19,1,3578,3578,SO44048,2/23/2011,3/2/2011,3/7/2011,5714
SO44049,19,1,3578,3578,SO44049,2/24/2011,3/3/2011,3/8/2011,2539
SO44050,20,1,3578,3578,SO44050,2/24/2011,3/3/2011,3/8/2011,6051
SO44051,20,1,3578,3578,SO44051,2/25/2011,3/4/2011,3/9/2011,2692
SO44052,19,1,3578,3578,SO44052,2/25/2011,3/4/2011,3/9/2011,5638
SO44053,36,1,699,699,SO44053,2/26/2011,3/5/2011,3/10/2011,8330
SO44054,19,1,3578,3578,SO44054,2/26/2011,3/5/2011,3/10/2011,2543
SO44055,20,1,3578,3578,SO44055,2/26/2011,3/5/2011,3/10/2011,2544
SO44056,19,1,3578,3578,SO44056,2/26/2011,3/5/2011,3/10/2011,2560
SO44057,36,1,699,699,SO44057,2/26/2011,3/5/2011,3/10/2011,3578
SO44058,5,1,3375,3375,SO44058,2/26/2011,3/5/2011,3/10/2011,57
SO44059,18,1,3578,3578,SO44059,2/26/2011,3/5/2011,3/10/2011,5689
SO44060,38,1,699,699,SO44060,2/26/2011,3/5/2011,3/10/2011,14274
SO44061,20,1,3578,3578,SO44061,2/27/2011,3/6/2011,3/11/2011,16920
SO44062,20,1,3578,3578,SO44062,2/27/2011,3/6/2011,3/11/2011,17042
SO44063,7,1,3400,3400,SO44063,2/27/2011,3/6/2011,3/11/2011,241
SO44064,20,1,3578,3578,SO44064,2/27/2011,3/6/2011,3/11/2011,11051
SO44065,20,1,3578,3578,SO44065,2/27/2011,3/6/2011,3/11/2011,17063
SO44066,7,1,3400,3400,SO44066,2/27/2011,3/6/2011,3/11/2011,14868
SO44067,20,1,3578,3578,SO44067,2/27/2011,3/6/2011,3/11/2011,6050
SO44068,18,1,3578,3578,SO44068,2/28/2011,3/7/2011,3/12/2011,2542
SO44069,4,1,3375,3375,SO44069,2/28/2011,3/7/2011,3/12/2011,17396
SO44070,4,1,3375,3375,SO44070,2/28/2011,3/7/2011,3/12/2011,8830
SO44071,18,1,3578,3578,SO44071,2/28/2011,3/7/2011,3/12/2011,5692
SO44072,16,1,3578,3578,SO44072,2/28/2011,3/7/2011,3/12/2011,5657
SO44073,6,1,3375,3375,SO44073,2/28/2011,3/7/2011,3/12/2011,45
SO44134,20,1,3578,3578,SO44134,3/1/2011,3/8/2011,3/13/2011,2822
SO44135,20,1,3578,3578,SO44135,3/1/2011,3/8/2011,3/13/2011,17157
SO44136,16,1,3578,3578,SO44136,3/1/2011,3/8/2011,3/13/2011,11115
SO44137,19,1,3578,3578,SO44137,3/1/2011,3/8/2011,3/13/2011,6329
SO44138,20,1,3578,3578,SO44138,3/2/2011,3/9/2011,3/14/2011,2766
SO44139,16,1,3578,3578,SO44139,3/2/2011,3/9/2011,3/14/2011,2793
SO44140,16,1,3578,3578,SO44140,3/2/2011,3/9/2011,3/14/2011,1222
SO44141,18,1,3578,3578,SO44141,3/2/2011,3/9/2011,3/14/2011,2573
SO44142,18,1,3578,3578,SO44142,3/2/2011,3/9/2011,3/14/2011,11059
SO44143,18,1,3578,3578,SO44143,3/2/2011,3/9/2011,3/14/2011,17146
SO44144,17,1,3578,3578,SO44144,3/2/2011,3/9/2011,3/14/2011,6072
SO44145,20,1,3578,3578,SO44145,3/2/2011,3/9/2011,3/14/2011,6310
SO44146,18,1,3578,3578,SO44146,3/2/2011,3/9/2011,3/14/2011,6311
SO44147,20,1,3578,3578,SO44147,3/2/2011,3/9/2011,3/14/2011,6321
SO44148,20,1,3578,3578,SO44148,3/3/2011,3/10/2011,3/15/2011,17173
SO44149,17,1,3578,3578,SO44149,3/3/2011,3/10/2011,3/15/2011,6243
