product_id,product_name,category_id,category_name,subcategory,product_line,start_date
143,Road-250 Red- 58,BI_RB,Bikes,Road Bikes,Road,7/1/2013
144,Touring-3000 Blue- 44,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
145,Touring-3000 Blue- 50,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
146,Touring-3000 Blue- 54,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
147,Touring-3000 Blue- 58,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
148,Touring-3000 Blue- 62,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
149,Touring-3000 Yellow- 44,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
150,Touring-3000 Yellow- 50,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
151,Touring-3000 Yellow- 54,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
152,Touring-3000 Yellow- 58,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
153,Touring-3000 Yellow- 62,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
154,Touring-2000 Blue- 46,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
155,Touring-2000 Blue- 50,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
156,Touring-2000 Blue- 54,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
157,Touring-2000 Blue- 60,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
158,Touring-1000 Blue- 46,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
159,Touring-1000 Blue- 50,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
160,Touring-1000 Blue- 54,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
161,Touring-1000 Blue- 60,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
162,Touring-1000 Yellow- 46,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
163,Touring-1000 Yellow- 50,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
164,Touring-1000 Yellow- 54,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
165,Touring-1000 Yellow- 60,BI_TB,Bikes,Touring Bikes,Touring,7/1/2013
166,AWC Logo Cap,CL_CA,Clothing,Caps,Other Sales,7/1/2013
167,Chain,CO_CH,Components,Chains,n/a,7/1/2013
168,Bike Wash - Dissolver,AC_CL,Accessories,Cleaners,Other Sales,7/1/2013
169,LL Crankset,CO_CS,Components,Cranksets,n/a,7/1/2013
170,ML Crankset,CO_CS,Components,Cranksets,n/a,7/1/2013
171,HL Crankset,CO_CS,Components,Cranksets,n/a,7/1/2013
172,Front Brakes,CO_BR,Components,Brakes,n/a,7/1/2013
173,Front Derailleur,CO_DE,Components,Derailleurs,n/a,7/1/2013
174,Fender Set - Mountain,AC_FE,Accessories,Fenders,Mountain,7/1/2013
175,LL Mountain Frame - Black- 40,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
176,LL Mountain Frame - Black- 42,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
177,LL Mountain Frame - Black- 44,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
178,LL Mountain Frame - Black- 48,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
179,LL Mountain Frame - Black- 52,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
180,LL Mountain Frame - Silver- 40,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
181,LL Mountain Frame - Silver- 42,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
182,LL Mountain Frame - Silver- 44,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
183,LL Mountain Frame - Silver- 48,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
184,LL Mountain Frame - Silver- 52,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
185,ML Mountain Frame-W - Silver- 38,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
186,ML Mountain Frame-W - Silver- 40,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
187,ML Mountain Frame-W - Silver- 42,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
188,ML Mountain Frame-W - Silver- 46,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
189,HL Mountain Frame - Black- 38,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
190,HL Mountain Frame - Black- 42,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
191,HL Mountain Frame - Black- 46,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
192,HL Mountain Frame - Silver- 38,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
193,HL Mountain Frame - Silver- 42,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
194,HL Mountain Frame - Silver- 46,CO_MF,Components,Mountain Frames,Mountain,7/1/2013
195,LL Road Frame - Black- 44,CO_RF,Components,Road Frames,Road,7/1/2013
196,LL Road Frame - Black- 48,CO_RF,Components,Road Frames,Road,7/1/2013
197,LL Road Frame - Black- 52,CO_RF,Components,Road Frames,Road,7/1/2013
198,LL Road Frame - Black- 58,CO_RF,Components,Road Frames,Road,7/1/2013
199,LL Road Frame - Black- 60,CO_RF,Components,Road Frames,Road,7/1/2013
200,LL Road Frame - Black- 62,CO_RF,Components,Road Frames,Road,7/1/2013
201,ML Road Frame-W - Yellow- 38,CO_RF,Components,Road Frames,Road,7/1/2013
202,ML Road Frame-W - Yellow- 40,CO_RF,Components,Road Frames,Road,7/1/2013
203,ML Road Frame-W - Yellow- 42,CO_RF,Components,Road Frames,Road,7/1/2013
204,ML Road Frame-W - Yellow- 44,CO_RF,Components,Road Frames,Road,7/1/2013
205,ML Road Frame-W - Yellow- 48,CO_RF,Components,Road Frames,Road,7/1/2013
206,HL Road Frame - Black- 44,CO_RF,Components,Road Frames,Road,7/1/2013
207,HL Road Frame - Black- 48,CO_RF,Components,Road Frames,Road,7/1/2013
208,HL Road Frame - Black- 52,CO_RF,Components,Road Frames,Road,7/1/2013
209,HL Road Frame - Black- 62,CO_RF,Components,Road Frames,Road,7/1/2013
210,HL Road Frame - Red- 44,CO_RF,Components,Road Frames,Road,7/1/2013
211,HL Road Frame - Red- 48,CO_RF,Components,Road Frames,Road,7/1/2013
212,HL Road Frame - Red- 52,CO_RF,Components,Road Frames,Road,7/1/2013
213,HL Road Frame - Red- 56,CO_RF,Components,Road Frames,Road,7/1/2013
214,HL Road Frame - Red- 62,CO_RF,Components,Road Frames,Road,7/1/2013
215,LL Touring Frame - Blue- 44,CO_TF,Components,Touring Frames,Touring,7/1/2013
216,LL Touring Frame - Blue- 50,CO_TF,Components,Touring Frames,Touring,7/1/2013
217,LL Touring Frame - Blue- 54,CO_TF,Components,Touring Frames,Touring,7/1/2013
218,LL Touring Frame - Blue- 58,CO_TF,Components,Touring Frames,Touring,7/1/2013
219,LL Touring Frame - Blue- 62,CO_TF,Components,Touring Frames,Touring,7/1/2013
220,LL Touring Frame - Yellow- 44,CO_TF,Components,Touring Frames,Touring,7/1/2013
221,LL Touring Frame - Yellow- 50,CO_TF,Components,Touring Frames,Touring,7/1/2013
222,LL Touring Frame - Yellow- 54,CO_TF,Components,Touring Frames,Touring,7/1/2013
223,LL Touring Frame - Yellow- 58,CO_TF,Components,Touring Frames,Touring,7/1/2013
224,LL Touring Frame - Yellow- 62,CO_TF,Components,Touring Frames,Touring,7/1/2013
225,HL Touring Frame - Blue- 46,CO_TF,Components,Touring Frames,Touring,7/1/2013
226,HL Touring Frame - Blue- 50,CO_TF,Components,Touring Frames,Touring,7/1/2013
227,HL Touring Frame - Blue- 54,CO_TF,Components,Touring Frames,Touring,7/1/2013
228,HL Touring Frame - Blue- 60,CO_TF,Components,Touring Frames,Touring,7/1/2013
229,HL Touring Frame - Yellow- 46,CO_TF,Components,Touring Frames,Touring,7/1/2013
230,HL Touring Frame - Yellow- 50,CO_TF,Components,Touring Frames,Touring,7/1/2013
231,HL Touring Frame - Yellow- 54,CO_TF,Components,Touring Frames,Touring,7/1/2013
232,HL Touring Frame - Yellow- 60,CO_TF,Components,Touring Frames,Touring,7/1/2013
233,Half-Finger Gloves- L,CL_GL,Clothing,Gloves,Other Sales,7/1/2013
234,Half-Finger Gloves- M,CL_GL,Clothing,Gloves,Other Sales,7/1/2013
235,Half-Finger Gloves- S,CL_GL,Clothing,Gloves,Other Sales,7/1/2013
236,LL Mountain Handlebars,CO_HB,Components,Handlebars,Mountain,7/1/2013
237,ML Mountain Handlebars,CO_HB,Components,Handlebars,Mountain,7/1/2013
238,HL Mountain Handlebars,CO_HB,Components,Handlebars,Mountain,7/1/2013
239,LL Road Handlebars,CO_HB,Components,Handlebars,Road,7/1/2013
240,ML Road Handlebars,CO_HB,Components,Handlebars,Road,7/1/2013
241,HL Road Handlebars,CO_HB,Components,Handlebars,Road,7/1/2013
242,LL Touring Handlebars,CO_HB,Components,Handlebars,Touring,7/1/2013
243,HL Touring Handlebars,CO_HB,Components,Handlebars,Touring,7/1/2013
244,Sport-100 Helmet- Black,AC_HE,Accessories,Helmets,Other Sales,7/1/2013
245,Sport-100 Helmet- Blue,AC_HE,Accessories,Helmets,Other Sales,7/1/2013
246,Sport-100 Helmet- Red,AC_HE,Accessories,Helmets,Other Sales,7/1/2013
247,Hydration Pack - 70 oz.,AC_HP,Accessories,Hydration Packs,Other Sales,7/1/2013
248,Long-Sleeve Logo Jersey- L,CL_JE,Clothing,Jerseys,Other Sales,7/1/2013
249,Long-Sleeve Logo Jersey- M,CL_JE,Clothing,Jerseys,Other Sales,7/1/2013
250,Long-Sleeve Logo Jersey- S,CL_JE,Clothing,Jerseys,Other Sales,7/1/2013
251,Long-Sleeve Logo Jersey- XL,CL_JE,Clothing,Jerseys,Other Sales,7/1/2013
252,LL Mountain Pedal,CO_PE,Components,Pedal,Mountain,7/1/2013
253,ML Mountain Pedal,CO_PE,Components,Pedal,Mountain,7/1/2013
254,HL Mountain Pedal,CO_PE,Components,Pedal,Mountain,7/1/2013
255,LL Road Pedal,CO_PE,Components,,Road,7/1/2013
256,ML Road Pedal,CO_PE,Components,,Road,7/1/2013
257,HL Road Pedal,CO_PE,,,Road,7/1/2013
258,Touring Pedal,CO_PE,,,Touring,7/1/2013
259,Patch Kit/8 Patches,AC_TT,Accessories,Tires and Tubes,Other Sales,7/1/2013
260,Hitch Rack - 4-Bike,AC_BR,Accessories,Bike Racks,Other Sales,7/1/2013
261,Rear Brakes,CO_BR,Components,Brakes,n/a,7/1/2013
262,Rear Derailleur,CO_DE,Components,Derailleurs,n/a,7/1/2013
263,LL Mountain Seat/Saddle,CO_SA,Components,Saddles,Mountain,7/1/2013
264,ML Mountain Seat/Saddle,CO_SA,Components,Saddles,Mountain,7/1/2013
265,HL Mountain Seat/Saddle,CO_SA,Components,Saddles,Mountain,7/1/2013
266,LL Road Seat/Saddle,CO_SA,Components,Saddles,Road,7/1/2013
267,ML Road Seat/Saddle,CO_SA,Components,Saddles,Touring,7/1/2013
268,HL Road Seat/Saddle,CO_SA,Components,Saddles,Road,7/1/2013
269,LL Touring Seat/Saddle,CO_SA,Components,Saddles,Touring,7/1/2013
270,ML Touring Seat/Saddle,CO_SA,Components,Saddles,Touring,7/1/2013
271,HL Touring Seat/Saddle,CO_SA,Components,Saddles,Touring,7/1/2013
272,Women's Mountain Shorts- L,CL_SH,Clothing,Shorts,Mountain,7/1/2013
273,Women's Mountain Shorts- M,CL_SH,Clothing,Shorts,Mountain,7/1/2013
274,Women's Mountain Shorts- S,CL_SH,Clothing,Shorts,Mountain,7/1/2013
275,Short-Sleeve Classic Jersey- L,CL_JE,Clothing,Jerseys,Other Sales,7/1/2013
276,Short-Sleeve Classic Jersey- M,CL_JE,Clothing,Jerseys,Other Sales,7/1/2013
277,Short-Sleeve Classic Jersey- S,CL_JE,Clothing,Jerseys,Other Sales,7/1/2013
278,Short-Sleeve Classic Jersey- XL,CL_JE,Clothing,Jerseys,Other Sales,7/1/2013
279,Racing Socks- L,CL_SO,Clothing,Socks,Road,7/1/2013
280,Racing Socks- M,CL_SO,Clothing,Socks,Road,7/1/2013
281,All-Purpose Bike Stand,AC_BS,Accessories,Bike Stands,Mountain,7/1/2013
282,LL Mountain Tire,AC_TT,Accessories,Tires and Tubes,Mountain,7/1/2013
283,ML Mountain Tire,AC_TT,Accessories,Tires and Tubes,Mountain,7/1/2013
284,HL Mountain Tire,AC_TT,Accessories,Tires and Tubes,Mountain,7/1/2013
285,LL Road Tire,AC_TT,Accessories,Tires and Tubes,Road,7/1/2013
286,ML Road Tire,AC_TT,Accessories,Tires and Tubes,Road,7/1/2013
287,HL Road Tire,AC_TT,Accessories,Tires and Tubes,Road,7/1/2013
288,Touring Tire,AC_TT,Accessories,Tires and Tubes,Touring,7/1/2013
289,Mountain Tire Tube,AC_TT,Accessories,Tires and Tubes,Mountain,7/1/2013
290,Road Tire Tube,AC_TT,Accessories,Tires and Tubes,Road,7/1/2013
291,Touring Tire Tube,AC_TT,Accessories,Tires and Tubes,Touring,7/1/2013
292,Classic Vest- L,CL_VE,Clothing,Vests,Other Sales,7/1/2013
293,Classic Vest- M,CL_VE,Clothing,Vests,Other Sales,7/1/2013
294,Classic Vest- S,CL_VE,Clothing,Vests,Other Sales,7/1/2013
295,Water Bottle - 30 oz.,AC_BC,Accessories,Bottles and Cages,Other Sales,7/1/2013
